Model: 1, iterations: 500, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 21.646984924623116, val_mae: 17.57857142857143
Model: 33, iterations: 1000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 16.478643216080403, val_mae: 35.80714285714286
Model: 34, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 17.847989949748744, val_mae: 18.15
Model: 34, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 18.353015075376884, val_mae: 8.8
Model: 34, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 17.85678391959799, val_mae: 12.478571428571428
Model: 34, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 16.17211055276382, val_mae: 33.385714285714286
Model: 34, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 16.40452261306533, val_mae: 36.09285714285714
Model: 34, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 15.28894472361809, val_mae: 42.1
Model: 35, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 17.160804020100503, val_mae: 18.47142857142857
Model: 35, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 19.12060301507538, val_mae: 8.75
Model: 35, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 17.428391959798994, val_mae: 12.542857142857143
Model: 35, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 16.234924623115578, val_mae: 33.357142857142854
Model: 35, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 16.76005025125628, val_mae: 36.67142857142857
Model: 35, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 15.481155778894472, val_mae: 39.35
Model: 36, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 17.39070351758794, val_mae: 18.385714285714286
Model: 36, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 18.520100502512562, val_mae: 8.714285714285714
Model: 36, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 16.79145728643216, val_mae: 12.864285714285714
Model: 36, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 15.97361809045226, val_mae: 33.55714285714286
Model: 36, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 16.917085427135678, val_mae: 36.22857142857143
Model: 36, iterations: 1000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 15.905778894472363, val_mae: 37.76428571428571
Model: 37, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 16.28894472361809, val_mae: 19.90714285714286
Model: 37, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 15.842964824120603, val_mae: 7.621428571428571
Model: 37, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 15.43969849246231, val_mae: 12.992857142857142
Model: 37, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 14.084170854271356, val_mae: 32.45
Model: 37, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 16.662060301507537, val_mae: 54.91428571428571
Model: 37, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 12.229899497487438, val_mae: 48.09285714285714
Model: 38, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 16.018844221105528, val_mae: 20.514285714285716
Model: 38, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 17.03391959798995, val_mae: 8.035714285714286
Model: 38, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 16.771356783919597, val_mae: 13.971428571428572
Model: 38, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 14.28140703517588, val_mae: 32.864285714285714
Model: 38, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 16.78391959798995, val_mae: 48.66428571428571
Model: 38, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 12.547738693467336, val_mae: 36.02857142857143
Model: 39, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 16.535175879396984, val_mae: 19.535714285714285
Model: 39, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 18.300251256281406, val_mae: 8.05
Model: 39, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 15.675879396984925, val_mae: 16.135714285714286
Model: 39, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 15.021356783919598, val_mae: 32.707142857142856
Model: 39, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 18.469849246231156, val_mae: 61.47142857142857
Model: 39, iterations: 1000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 12.448492462311558, val_mae: 57.7
Model: 40, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 10.089195979899497, val_mae: 20.835714285714285
Model: 40, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 12.158291457286433, val_mae: 8.814285714285715
Model: 40, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 12.899497487437186, val_mae: 10.142857142857142
Model: 40, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 7.974874371859296, val_mae: 34.4
Model: 40, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 11.891959798994975, val_mae: 46.32142857142857
Model: 40, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 4, train_mae: 9.020100502512562, val_mae: 62.06428571428572
Model: 41, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 10.232412060301508, val_mae: 20.457142857142856
Model: 41, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 13.6821608040201, val_mae: 9.635714285714286
Model: 41, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 13.417085427135678, val_mae: 10.1
Model: 41, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 8.477386934673367, val_mae: 32.44285714285714
Model: 41, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 12.165829145728644, val_mae: 43.878571428571426
Model: 41, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 5, train_mae: 8.800251256281408, val_mae: 51.8
Model: 42, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 12.613065326633166, val_mae: 21.87142857142857
Model: 42, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 12.47361809045226, val_mae: 8.707142857142857
Model: 42, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 11.832914572864322, val_mae: 11.335714285714285
Model: 42, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 12.149497487437186, val_mae: 33.34285714285714
Model: 42, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 14.474874371859297, val_mae: 42.385714285714286
Model: 42, iterations: 1000, learning_rate: 0.05, depth: 7, l2_leaf_reg: 7, train_mae: 9.487437185929648, val_mae: 50.542857142857144
Model: 43, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 8.792713567839195, val_mae: 20.135714285714286
Model: 43, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 10.435929648241206, val_mae: 9.414285714285715
Model: 43, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 10.385678391959798, val_mae: 14.135714285714286
Model: 43, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 6.717336683417085, val_mae: 34.52142857142857
Model: 43, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 10.675879396984925, val_mae: 39.23571428571429
Model: 43, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 4, train_mae: 7.128140703517588, val_mae: 57.32857142857143
Model: 44, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 8.635678391959798, val_mae: 21.428571428571427
Model: 44, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 10.22361809045226, val_mae: 10.928571428571429
Model: 44, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 11.52889447236181, val_mae: 11.385714285714286
Model: 44, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 7.342964824120603, val_mae: 34.26428571428571
Model: 44, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 13.165829145728644, val_mae: 42.24285714285714
Model: 44, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 5, train_mae: 6.550251256281407, val_mae: 43.93571428571428
Model: 45, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 11.419597989949748, val_mae: 18.514285714285716
Model: 45, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 9.530150753768844, val_mae: 9.542857142857143
Model: 45, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 13.095477386934673, val_mae: 11.614285714285714
Model: 45, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 8.212311557788945, val_mae: 33.81428571428572
Model: 45, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 12.945979899497488, val_mae: 42.41428571428571
Model: 45, iterations: 1000, learning_rate: 0.05, depth: 9, l2_leaf_reg: 7, train_mae: 6.805276381909548, val_mae: 62.51428571428571
Model: 46, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 11.056532663316583, val_mae: 23.02857142857143
Model: 46, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 12.012562814070352, val_mae: 9.278571428571428
Model: 46, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 13.057788944723619, val_mae: 14.057142857142857
Model: 46, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 7.727386934673367, val_mae: 33.58571428571429
Model: 46, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 17.483668341708544, val_mae: 51.56428571428572
Model: 46, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 4, train_mae: 10.99497487437186, val_mae: 47.792857142857144
Model: 47, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 12.719849246231156, val_mae: 20.235714285714284
Model: 47, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 12.865577889447236, val_mae: 7.485714285714286
Model: 47, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 12.99748743718593, val_mae: 12.892857142857142
Model: 47, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 8.133165829145728, val_mae: 32.02857142857143
Model: 47, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 16.454773869346734, val_mae: 57.66428571428571
Model: 47, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 5, train_mae: 11.78643216080402, val_mae: 47.97142857142857
Model: 48, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 12.640703517587939, val_mae: 23.15714285714286
Model: 48, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 12.043969849246231, val_mae: 8.321428571428571
Model: 48, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 11.641959798994975, val_mae: 12.9
Model: 48, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 9.987437185929648, val_mae: 33.02142857142857
Model: 48, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 14.369346733668342, val_mae: 61.635714285714286
Model: 48, iterations: 1000, learning_rate: 0.1, depth: 4, l2_leaf_reg: 7, train_mae: 10.824120603015075, val_mae: 57.857142857142854
Model: 49, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 6.7374371859296485, val_mae: 33.464285714285715
Model: 49, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 10.811557788944723, val_mae: 14.685714285714285
Model: 49, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 8.204773869346734, val_mae: 11.778571428571428
Model: 49, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 6.310301507537688, val_mae: 33.52142857142857
Model: 49, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 9.85175879396985, val_mae: 42.535714285714285
Model: 49, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 4, train_mae: 6.796482412060302, val_mae: 61.1
Model: 50, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 8.095477386934673, val_mae: 20.34285714285714
Model: 50, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 11.775125628140703, val_mae: 9.842857142857143
Model: 50, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 7.824120603015075, val_mae: 13.57857142857143
Model: 50, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 6.8793969849246235, val_mae: 31.021428571428572
Model: 50, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 10.594221105527637, val_mae: 42.8
Model: 50, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 5, train_mae: 6.86180904522613, val_mae: 59.5
Model: 51, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 7.383165829145729, val_mae: 21.707142857142856
Model: 51, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 8.423366834170855, val_mae: 8.357142857142858
Model: 51, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 9.00502512562814, val_mae: 15.907142857142857
Model: 51, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 6.701005025125628, val_mae: 33.06428571428572
Model: 51, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 11.659547738693467, val_mae: 43.16428571428571
Model: 51, iterations: 1000, learning_rate: 0.1, depth: 7, l2_leaf_reg: 7, train_mae: 7.46608040201005, val_mae: 47.40714285714286
Model: 52, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 6.090452261306533, val_mae: 19.807142857142857
Model: 52, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 6.778894472361809, val_mae: 12.057142857142857
Model: 52, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 8.201005025125628, val_mae: 16.62142857142857
Model: 52, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 6.350502512562814, val_mae: 35.09285714285714
Model: 52, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 12.258793969849247, val_mae: 39.65714285714286
Model: 52, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 4, train_mae: 6.030150753768845, val_mae: 55.15714285714286
Model: 53, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 5.840452261306533, val_mae: 22.707142857142856
Model: 53, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 9.011306532663317, val_mae: 9.707142857142857
Model: 53, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 6.805276381909548, val_mae: 12.307142857142857
Model: 53, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 6.077889447236181, val_mae: 34.24285714285714
Model: 53, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 10.521356783919598, val_mae: 42.1
Model: 53, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 5, train_mae: 5.958542713567839, val_mae: 59.56428571428572
Model: 54, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 6.836683417085427, val_mae: 22.385714285714286
Model: 54, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 9.275125628140703, val_mae: 11.964285714285714
Model: 54, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 8.105527638190955, val_mae: 10.928571428571429
Model: 54, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 6.080402010050252, val_mae: 35.83571428571429
Model: 54, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 10.802763819095478, val_mae: 41.857142857142854
Model: 54, iterations: 1000, learning_rate: 0.1, depth: 9, l2_leaf_reg: 7, train_mae: 5.821608040201005, val_mae: 61.25714285714286
Model: 55, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 19.14321608040201, val_mae: 17.521428571428572
Model: 55, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 19.662060301507537, val_mae: 8.25
Model: 55, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 19.30778894472362, val_mae: 12.121428571428572
Model: 55, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 17.72110552763819, val_mae: 33.1
Model: 55, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 18.13065326633166, val_mae: 57.09285714285714
Model: 55, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 4, train_mae: 15.96105527638191, val_mae: 50.90714285714286
Model: 56, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 19.287688442211056, val_mae: 17.75
Model: 56, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 19.907035175879397, val_mae: 7.864285714285714
Model: 56, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 19.188442211055275, val_mae: 12.65
Model: 56, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 17.733668341708544, val_mae: 33.714285714285715
Model: 56, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 18.58040201005025, val_mae: 62.05
Model: 56, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 5, train_mae: 16.231155778894472, val_mae: 48.65
Model: 57, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 19.001256281407034, val_mae: 17.40714285714286
Model: 57, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 19.517587939698494, val_mae: 9.064285714285715
Model: 57, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 18.910804020100503, val_mae: 12.564285714285715
Model: 57, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 17.649497487437184, val_mae: 33.07142857142857
Model: 57, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 19.002512562814072, val_mae: 58.84285714285714
Model: 57, iterations: 2000, learning_rate: 0.01, depth: 4, l2_leaf_reg: 7, train_mae: 16.292713567839197, val_mae: 52.614285714285714
Model: 58, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 16.93718592964824, val_mae: 18.107142857142858
Model: 58, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 17.386934673366834, val_mae: 8.178571428571429
Model: 58, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 17.868090452261306, val_mae: 12.092857142857143
Model: 58, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 16.64824120603015, val_mae: 33.614285714285714
Model: 58, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 16.056532663316585, val_mae: 44.15714285714286
Model: 58, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 4, train_mae: 11.134422110552764, val_mae: 58.72857142857143
Model: 59, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 16.894472361809044, val_mae: 18.035714285714285
Model: 59, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 17.555276381909547, val_mae: 9.064285714285715
Model: 59, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 17.545226130653266, val_mae: 12.028571428571428
Model: 59, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 16.41959798994975, val_mae: 33.49285714285714
Model: 59, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 15.430904522613066, val_mae: 40.82142857142857
Model: 59, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 5, train_mae: 12.996231155778894, val_mae: 51.94285714285714
Model: 60, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 17.46356783919598, val_mae: 18.207142857142856
Model: 60, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 17.873115577889447, val_mae: 8.592857142857143
Model: 60, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 16.94221105527638, val_mae: 12.535714285714286
Model: 60, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 16.13819095477387, val_mae: 33.19285714285714
Model: 60, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 16.231155778894472, val_mae: 40.135714285714286
Model: 60, iterations: 2000, learning_rate: 0.01, depth: 7, l2_leaf_reg: 7, train_mae: 14.550251256281408, val_mae: 54.964285714285715
Model: 61, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 16.2964824120603, val_mae: 18.45
Model: 61, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 16.618090452261306, val_mae: 7.985714285714286
Model: 61, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 16.996231155778894, val_mae: 12.014285714285714
Model: 61, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 15.837939698492463, val_mae: 33.57142857142857
Model: 61, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 15.624371859296483, val_mae: 37.25
Model: 61, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 4, train_mae: 9.452261306532664, val_mae: 58.43571428571428
Model: 62, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 15.28894472361809, val_mae: 18.885714285714286
Model: 62, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 17.353015075376884, val_mae: 8.585714285714285
Model: 62, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 16.73994974874372, val_mae: 12.221428571428572
Model: 62, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 15.798994974874372, val_mae: 33.52857142857143
Model: 62, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 15.827889447236181, val_mae: 38.628571428571426
Model: 62, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 5, train_mae: 11.087939698492463, val_mae: 54.02142857142857
Model: 63, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 16.39824120603015, val_mae: 18.55
Model: 63, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 17.410804020100503, val_mae: 8.728571428571428
Model: 63, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 15.886934673366834, val_mae: 12.714285714285714
Model: 63, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 15.693467336683417, val_mae: 33.957142857142856
Model: 63, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 15.665829145728644, val_mae: 38.378571428571426
Model: 63, iterations: 2000, learning_rate: 0.01, depth: 9, l2_leaf_reg: 7, train_mae: 12.596733668341708, val_mae: 55.44285714285714
Model: 64, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 10.701005025125628, val_mae: 20.07857142857143
Model: 64, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 14.246231155778894, val_mae: 7.564285714285714
Model: 64, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 11.731155778894472, val_mae: 13.614285714285714
Model: 64, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 10.706030150753769, val_mae: 32.66428571428571
Model: 64, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 14.52889447236181, val_mae: 53.607142857142854
Model: 64, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 4, train_mae: 11.4321608040201, val_mae: 47.542857142857144
Model: 65, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 11.717336683417086, val_mae: 21.242857142857144
Model: 65, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 14.14321608040201, val_mae: 8.428571428571429
Model: 65, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 13.149497487437186, val_mae: 13.192857142857143
Model: 65, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 9.734924623115578, val_mae: 32.371428571428574
Model: 65, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 13.866834170854272, val_mae: 49.3
Model: 65, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 5, train_mae: 11.399497487437186, val_mae: 35.85
Model: 66, iterations: 2000, learning_rate: 0.05, depth: 4, l2_leaf_reg: 7, train_mae: 11.958542713567839, val_mae: 21.25
